word,ipa
보가,p0 oo k0 aa
마이크로,mm aa ii kh xx rr oo
콘라트,kh oo ll rr aa th xx
교수,k0 yo s0 uu
피아,ph ii aa
주장,c0 uu c0 aa ng
동몽,t0 oo ng mm oo ng
제조업,c0 ee c0 oo vv pf
피안,ph ii aa nf
황재,h0 wa ng c0 qq
특정인,th xx kf cc vv ng ii nf
피우,ph ii uu
박물관,p0 aa ng mm uu ll k0 wa nf
동류,t0 oo ng nn yu
런지,rr vv nf c0 ii
축,ch uu kf
동륜,t0 oo ng nn yu nf
조그맣,c0 oo k0 xx mm aa h0
파가,ph aa k0 aa
동률,t0 oo ng nn yu ll
단시간,t0 aa nf s0 ii k0 aa nf
조그마,c0 oo k0 xx mm aa
볼링,p0 oo ll rr ii ng
으니까,xx nn ii kk aa
걸프전,k0 vv ll ph xx c0 vv nf
질문,c0 ii ll mm uu nf
스베,s0 xx p0 ee
서서히,s0 vv s0 vv h0 ii
기계,k0 ii k0 ye
탐방,th aa mf p0 aa ng
제휴,c0 ee h0 yu
폭스바겐,ph oo kf ss xx p0 aa k0 ee nf
기공,k0 ii k0 oo ng
중립적,c0 uu ng nn ii pf cc vv kf
스버,s0 xx p0 vv
자태,c0 aa th qq
한결같이,h0 aa nf k0 yv ll k0 aa ch ii
재정적,c0 qq c0 vv ng c0 vv kf
기고,k0 ii k0 oo
사업가,s0 aa vv pf kk aa
생성기,s0 qq ng s0 vv ng k0 ii
기갑,k0 ii k0 aa pf
동만,t0 oo ng mm aa nf
기강,k0 ii k0 aa ng
반짝이,p0 aa nf cc aa k0 ii
생원시,s0 qq ng wv nf s0 ii
번데기,p0 vv nf t0 ee k0 ii
햇빛,h0 qq tf pp ii tf
기개,k0 ii k0 qq
소피아,s0 oo ph ii aa
기가,k0 ii k0 aa
기각,k0 ii k0 aa kf
기간,k0 ii k0 aa nf
볼륨,p0 oo ll rr yu mf
토비,th oo p0 ii
동맥,t0 oo ng mm qq kf
다수결,t0 aa s0 uu k0 yv ll
동맹,t0 oo ng mm qq ng
병풍,p0 yv ng ph uu ng
연희,yv nf h0 xi
강물,k0 aa ng mm uu ll
교성,k0 yo s0 vv ng
땅,tt aa ng
파고,ph aa k0 oo
학적,h0 aa kf cc vv kf
교세,k0 yo s0 ee
백부,p0 qq kf pp uu
보두앵,p0 oo t0 uu qq ng
화순군,h0 wa s0 uu nf k0 uu nf
학제,h0 aa kf cc ee
학점,h0 aa kf cc vv mf
타나,th aa nn aa
학정,h0 aa kf cc vv ng
자크,c0 aa kh xx
교섭,k0 yo s0 vv pf
기거,k0 ii k0 vv
동리,t0 oo ng nn ii
연휴,yv nf h0 yu
교서,k0 yo s0 vv
스발,s0 xx p0 aa ll
동림,t0 oo ng nn ii mf
스바,s0 xx p0 aa
동물학,t0 oo ng mm uu ll h0 aa kf
거문도,k0 vv mm uu nf t0 oo
제화,c0 ee h0 wa
뼈,pp yv
문학적,mm uu nf h0 aa kf cc vv kf
파괴,ph aa k0 wo
동로,t0 oo ng nn oo
기권,k0 ii k0 wv nf
시계탑,s0 ii k0 ye th aa pf
피자,ph ii c0 aa
펫,ph ee tf
도깨비,t0 oo kk qq p0 ii
통제하,th oo ng c0 ee h0 aa
피임,ph ii ii mf
교묘히,k0 yo mm yo h0 ii
외조카,wo c0 oo kh aa
곡선,k0 oo kf ss vv nf
율령,yu ll rr yv ng
병해,p0 yv ng h0 qq
자퇴,c0 aa th wo
백반,p0 qq kf pp aa nf
파국,ph aa k0 uu kf
백발,p0 qq kf pp aa ll
곡성,k0 oo kf ss vv ng
강목,k0 aa ng mm oo kf
병합,p0 yv ng h0 aa pf
프린트,ph xx rr ii nf th xx
륜,rr yu nf
교사,k0 yo s0 aa
성상,s0 vv ng s0 aa ng
조로아스터교,c0 oo rr oo aa s0 xx th vv k0 yo
억울,vv k0 uu ll
동력,t0 oo ng nn yv kf
기근,k0 ii k0 xx nf
임피던스,ii mf ph ii t0 vv nf s0 xx
홍규,h0 oo ng k0 yu
안락사,aa ll rr aa kf ss aa
동료,t0 oo ng nn yo
연화,yv nf h0 wa
구체화,k0 uu ch ee h0 wa
군위군,k0 uu nn wi k0 uu nf
제후,c0 ee h0 uu
스탠다드,s0 xx th qq nf t0 aa t0 xx
배상법,p0 qq s0 aa ng p0 vv pf
기괴,k0 ii k0 wo
볼록,p0 oo ll rr oo kf
병행,p0 yv ng h0 qq ng
기교,k0 ii k0 yo
씻기,ss ii tf kk ii
백범,p0 qq kf pp vv mf
자유인,c0 aa yu ii nf
연혁,yv nf h0 yv kf
홍군,h0 oo ng k0 uu nf
링컨셔,rr ii ng kh vv nf s0 yv
보급,p0 oo k0 xx pf
제후국,c0 ee h0 uu k0 uu kf
금속제,k0 xx mf s0 oo kf cc ee
이성애,ii s0 vv ng qq
연호,yv nf h0 oo
여의도동,yv xi t0 oo t0 oo ng
보기,p0 oo k0 ii
기구,k0 ii k0 uu
기국,k0 ii k0 uu kf
피살,ph ii s0 aa ll
누,nn uu
강서구,k0 aa ng s0 vv k0 uu
알레만,aa ll rr ee mm aa nf
게을리,k0 ee xx ll rr ii
뒷면,t0 wi nf mm yv nf
주의,c0 uu xi
총선거,ch oo ng s0 vv nf k0 vv
펑크,ph vv ng kh xx
빌미,p0 ii ll mm ii
성악곡,s0 vv ng aa kf kk oo kf
야부,ya p0 uu
타르트,th aa rr xx th xx
부지런,p0 uu c0 ii rr vv nf
연회,yv nf h0 wo
빈고,p0 ii nf k0 oo
빈곤,p0 ii nf k0 oo nf
양기,ya ng k0 ii
곡옥,k0 oo k0 oo kf
스모,s0 xx mm oo
스목,s0 xx mm oo kf
비약적,p0 ii ya kf cc vv kf
쩔,cc vv ll
교장,k0 yo c0 aa ng
유대인,yu t0 qq ii nf
스몰,s0 xx mm oo ll
교자,k0 yo c0 aa
유동적,yu t0 oo ng c0 vv kf
세지,s0 ee c0 ii
세진,s0 ee c0 ii nf
장쉐량,c0 aa ng s0 we rr ya ng
양금,ya ng k0 xx mf
농산물,nn oo ng s0 aa nf mm uu ll
미끄러지,mm ii kk xx rr vv c0 ii
코무네,kh oo mm uu nn ee
토론,th oo rr oo nf
자호,c0 aa h0 oo
동성애,t0 oo ng s0 vv ng qq
숏,s0 yo tf
제호,c0 ee h0 oo
비서실,p0 ii s0 vv s0 ii ll
자형,c0 aa h0 yv ng
백미,p0 qq ng mm ii
교의,k0 yo xi
왜병,wq p0 yv ng
자혜,c0 aa h0 ye
조레스,c0 oo rr ee s0 xx
섹,s0 ee kf
스메,s0 xx mm ee
꺼,kk vv
토로,th oo rr oo
토록,th oo rr oo kf
성악가,s0 vv ng aa kf kk aa
튜바,th yu p0 aa
샬케,s0 ya ll kh ee
빈객,p0 ii nf k0 qq kf
교유,k0 yo yu
교육,k0 yo yu kf
라시오,rr aa s0 ii oo
자화,c0 aa h0 wa
새벽,s0 qq p0 yv kf
교위,k0 yo wi
근위병,k0 xx nn wi p0 yv ng
설악산,s0 vv rr aa kf ss aa nf
연타,yv nf th aa
이닝,ii nn ii ng
곡이,k0 oo k0 ii
스미,s0 xx mm ii
변덕,p0 yv nf t0 vv kf
곡인,k0 oo k0 ii nf
레귤러,rr ee k0 yu ll rr vv
교원,k0 yo wv nf
은하단,xx nf h0 aa t0 aa nf
선구적,s0 vv nf k0 uu c0 vv kf
레스토랑,rr ee s0 xx th oo rr aa ng
토막,th oo mm aa kf
곡읍,k0 oo k0 xx pf
세종,s0 ee c0 oo ng
브레이커,p0 xx rr ee ii kh vv
터스,th vv s0 xx
피소,ph ii s0 oo
퇴각,th wo k0 aa kf
강변,k0 aa ng p0 yv nf
타락,th aa rr aa kf
선입견,s0 vv nn ii pf kk yv nf
핀,ph ii nf
교우,k0 yo uu
토리,th oo rr ii
위스키,wi s0 xx kh ii
기관,k0 ii k0 wa nf
아랍인,aa rr aa p0 ii nf
가야금,k0 aa ya k0 xx mf
주교구,c0 uu k0 yo k0 uu
교외,k0 yo wo
지구형,c0 ii k0 uu h0 yv ng
구경꾼,k0 uu k0 yv ng kk uu nf
피선,ph ii s0 vv nf
변동,p0 yv nf t0 oo ng
피서,ph ii s0 vv
제타,c0 ee th aa
표준,ph yo c0 uu nf
세제,s0 ee c0 ee
이누야샤,ii nn uu ya s0 ya
세정,s0 ee c0 vv ng
파견,ph aa k0 yv nf
스물,s0 xx mm uu ll
미술품,mm ii s0 uu ll ph uu mf
스무,s0 xx mm uu
세족,s0 ee c0 oo kf
피셔,ph ii s0 yv
강박,k0 aa ng p0 aa kf
영문학,yv ng mm uu nf h0 aa kf
유니버시아드,yu nn ii p0 vv s0 ii aa t0 xx
주교관,c0 uu k0 yo k0 wa nf
꾸준히,kk uu c0 uu nf h0 ii
바리케이드,p0 aa rr ii kh ee ii t0 xx
캇츠,kh aa tf ch xx
피습,ph ii s0 xx pf
스루,s0 xx rr uu
언제나,vv nf c0 ee nn aa
곤장,k0 oo nf c0 aa ng
정복자,c0 vv ng p0 oo kf cc aa
허덕이,h0 vv t0 vv k0 ii
피스,ph ii s0 xx
교역,k0 yo yv kf
마운틴,mm aa uu nf th ii nf
폐결핵,ph ye k0 yv ll h0 qq kf
커스,kh vv s0 xx
동봉,t0 oo ng p0 oo ng
빌리,p0 ii ll rr ii
토목,th oo mm oo kf
유대,yu t0 qq
대조영,t0 qq c0 oo yv ng
피신,ph ii s0 ii nf
교양,k0 yo ya ng
불변,p0 uu ll p0 yv nf
피시,ph ii s0 ii
자유시,c0 aa yu s0 ii
양각,ya ng k0 aa kf
양가,ya ng k0 aa
제패,c0 ee ph qq
마운트,mm aa uu nf th xx
양공,ya ng k0 oo ng
양곡,ya ng k0 oo kf
양고,ya ng k0 oo
빨치산,pp aa ll ch ii s0 aa nf
법조인,p0 vv pf cc oo ii nf
백마,p0 qq ng mm aa
백만,p0 qq ng mm aa nf
헤드폰,h0 ee t0 xx ph oo nf
무작정,mm uu c0 aa kf cc vv ng
색슨족,s0 qq kf ss xx nf c0 oo kf
봄철,p0 oo mf ch vv ll
스로,s0 xx rr oo
비속어,p0 ii s0 oo k0 vv
양계,ya ng k0 ye
흑산면,h0 xx kf ss aa nf mm yv nf
설사,s0 vv ll s0 aa
동북,t0 oo ng p0 uu kf
동부,t0 oo ng p0 uu
스력,s0 xx rr yv kf
양경,ya ng k0 yv ng
닐스,nn ii ll s0 xx
곤이,k0 oo nn ii
양견,ya ng k0 yv nf
스탄스,s0 xx th aa nf s0 xx
백린,p0 qq ng nn ii nf
스레,s0 xx rr ee
담당,t0 aa mf t0 aa ng
사간원,s0 aa k0 aa nn wv nf
학창,h0 aa kf ch aa ng
병탄,p0 yv ng th aa nf
곤의,k0 oo nn xi
볼셰비키,p0 oo ll s0 ye p0 ii kh ii
연패,yv nf ph qq
양군,ya ng k0 uu nf
쿠테타,kh uu th ee th aa
스맥,s0 xx mm qq kf
백로,p0 qq ng nn oo
양국,ya ng k0 uu kf
클라,kh xx ll rr aa
클락,kh xx ll rr aa kf
음악원,xx mm aa k0 wv nf
..,
현악기,h0 yv nn aa kf kk ii
학명은,h0 aa ng mm yv ng xx nf
지배인,c0 ii p0 qq ii nf
납품,nn aa pf ph uu mf
자행,c0 aa h0 qq ng
코카,kh oo kh aa
스리,s0 xx rr ii
토벌대,th oo p0 vv ll t0 qq
외톨이,wo th oo rr ii
동반,t0 oo ng p0 aa nf
조동종,c0 oo t0 oo ng c0 oo ng
시나노,s0 ii nn aa nn oo
동방,t0 oo ng p0 aa ng
망명자,mm aa ng mm yv ng c0 aa
되어가,t0 wo vv k0 aa
실업가,s0 ii rr vv pf kk aa
백련,p0 qq ng nn yv nf
자허,c0 aa h0 vv
덫,t0 vv tf
이나마,ii nn aa mm aa
양극,ya ng k0 xx kf
양근,ya ng k0 xx nf
이단자,ii t0 aa nf c0 aa
스를,s0 xx rr xx ll
피의,ph ii xi
클럽,kh xx ll rr vv pf
주우,c0 uu uu
클럭,kh xx ll rr vv kf
아랍어,aa rr aa p0 vv
적히,c0 vv kh ii
동성왕,t0 oo ng s0 vv ng wa ng
동복,t0 oo ng p0 oo kf
파운데이션,ph aa uu nf t0 ee ii s0 yv nf
지배자,c0 ii p0 qq c0 aa
클래,kh xx ll rr qq
노른자,nn oo rr xx nf c0 aa
태고종,th qq k0 oo c0 oo ng
동법,t0 oo ng p0 vv pf
유도,yu t0 oo
선수권,s0 vv nf s0 uu k0 wv nf
자하,c0 aa h0 aa
고연수,k0 oo yv nf s0 uu
제트,c0 ee th xx
율법,yu ll pp vv pf
양궁,ya ng k0 uu ng
자필,c0 aa ph ii ll
상급,s0 aa ng k0 xx pf
상금,s0 aa ng k0 xx mf
웬만,we nf mm aa nf
대상자,t0 qq s0 aa ng c0 aa
학식,h0 aa kf ss ii kf
동덕,t0 oo ng t0 vv kf
도트,t0 oo th xx
에르,ee rr xx
새끼,s0 qq kk ii
출근,ch uu ll k0 xx nf
상기,s0 aa ng k0 ii
대목,t0 qq mm oo kf
논문집,nn oo nf mm uu nf c0 ii pf
클론,kh xx ll rr oo nf
깨어나,kk qq vv nn aa
탯줄,th qq tf cc uu ll
노르웨이,nn oo rr xx we ii
스트레이트,s0 xx th xx rr ee ii th xx
대조적,t0 qq c0 oo c0 vv kf
출궁,ch uu ll k0 uu ng
음표,xx mf ph yo
임차권,ii mf ch aa k0 wv nf
곤지,k0 oo nf c0 ii
예술계,ye s0 uu ll k0 ye
학승,h0 aa kf ss xx ng
있고,ii tf kk oo
학습,h0 aa kf ss xx pf
오이타,oo ii th aa
동독,t0 oo ng t0 oo kf
동도,t0 oo ng t0 oo
빌라,p0 ii ll rr aa
중심부,c0 uu ng s0 ii mf p0 uu
다저스,t0 aa c0 vv s0 xx
예술가,ye s0 uu ll k0 aa
몬,mm oo nf
박지원,p0 aa kf cc ii wv nf
고등부,k0 oo t0 xx ng p0 uu
클루,kh xx ll rr uu
획득,h0 wo kf tt xx kf
출구,ch uu ll k0 uu
출국,ch uu ll k0 uu kf
세액,s0 ee qq kf
방문객,p0 aa ng mm uu nf k0 qq kf
법주사,p0 vv pf cc uu s0 aa
학술,h0 aa kf ss uu ll
세아,s0 ee aa
갈라지,k0 aa ll rr aa c0 ii
다빈치,t0 aa p0 ii nf ch ii
대상인,t0 qq s0 aa ng ii nf
신망,s0 ii nf mm aa ng
연제구,yv nf c0 ee k0 uu
출계,ch uu ll k0 ye
스럽,s0 xx rr vv pf
리스본,rr ii s0 xx p0 oo nf
택멸,th qq ng mm yv ll
공동생활,k0 oo ng t0 oo ng s0 qq ng h0 wa ll
출고,ch uu ll k0 oo
버스터,p0 vv s0 xx th vv
뜻대로,tt xx tf tt qq rr oo
비무장,p0 ii mm uu c0 aa ng
은메달,xx nf mm ee t0 aa ll
배서,p0 qq s0 vv
수신사,s0 uu s0 ii nf s0 aa
종용,c0 oo ng nn yo ng
꽤,kk wq
자회,c0 aa h0 wo
스래,s0 xx rr qq
불가결,p0 uu ll k0 aa k0 yv ll
출격,ch uu ll k0 yv kf
돌이키,t0 oo rr ii kh ii
세이셸,s0 ee ii s0 ye ll
파르크,ph aa rr xx kh xx
덤프트럭,t0 vv mf ph xx th xx rr vv kf
따돌림,tt aa t0 oo ll rr ii mf
현저히,h0 yv nf c0 vv h0 ii
된장,t0 wo nf c0 aa ng
넘겨받,nn vv mf k0 yv p0 aa tf
따돌리,tt aa t0 oo ll rr ii
출강,ch uu ll k0 aa ng
터치,th vv ch ii
전극,c0 vv nf k0 xx kf
뱅크스,p0 qq ng kh xx s0 xx
출간,ch uu ll k0 aa nf
알라딘,aa ll rr aa t0 ii nf
출가,ch uu ll k0 aa
이리저리,ii rr ii c0 vv rr ii
튜너,th yu nn vv
대전역,t0 qq c0 vv nf nn yv kf
클립,kh xx ll rr ii pf
위로,wi rr oo
클린,kh xx ll rr ii nf
상반신,s0 aa ng p0 aa nf s0 ii nf
클릭,kh xx ll rr ii kf
상가,s0 aa ng k0 aa
상간,s0 aa ng k0 aa nf
튜닝,th yu nn ii ng
키프로스,kh ii ph xx rr oo s0 xx
동년,t0 oo ng nn yv nf
상감,s0 aa ng k0 aa mf
얕,ya tf
글리코겐,k0 xx ll rr ii kh oo k0 ee nf
타로,th aa rr oo
강동,k0 aa ng t0 oo ng
더미,t0 vv mm ii
스토니,s0 xx th oo nn ii
교지,k0 yo c0 ii
교직,k0 yo c0 ii kf
교재,k0 yo c0 qq
강도,k0 aa ng t0 oo
세자,s0 ee c0 aa
영화감독,yv ng h0 wa k0 aa mf t0 oo kf
쇼스타코비치,s0 yo s0 xx th aa kh oo p0 ii ch ii
우파니샤드,uu ph aa nn ii s0 ya t0 xx
번만,p0 vv nf mm aa nf
스프레이,s0 xx ph xx rr ee ii
학사,h0 aa kf ss aa
변방,p0 yv nf p0 aa ng
동네,t0 oo ng nn ee
곡예,k0 oo k0 ye
학산,h0 aa kf ss aa nf
타령,th aa rr yv ng
학살,h0 aa kf ss aa ll
초토화,ch oo th oo h0 wa
세율,s0 ee yu ll
변별,p0 yv nf p0 yv ll
세유,s0 ee yu
타루,th aa rr uu
선구자,s0 vv nf k0 uu c0 aa
상경,s0 aa ng k0 yv ng
볼넷,p0 oo ll rr ee tf
인도계,ii nf t0 oo k0 ye
상계,s0 aa ng k0 ye
서남부,s0 vv nn aa mf p0 uu
금속성,k0 xx mf s0 oo kf ss vv ng
빌딩,p0 ii ll t0 ii ng
세인,s0 ee ii nf
근위대,k0 xx nn wi t0 qq
세일,s0 ee ii ll
변법,p0 yv nf pp vv pf
세이,s0 ee ii
상고,s0 aa ng k0 oo
르푸,rr xx ph uu
관절염,k0 wa nf c0 vv ll rr yv mf
강북,k0 aa ng p0 uu kf
피치,ph ii ch ii
세의,s0 ee xi
상공,s0 aa ng k0 oo ng
자이언츠,c0 aa ii vv nf ch xx
콘티,kh oo nf th ii
무너지,mm uu nn vv c0 ii
상과,s0 aa ng k0 wa
상관,s0 aa ng k0 wa nf
강당,k0 aa ng t0 aa ng
쓸모없,ss xx ll mm oo vv pf
교주,k0 yo c0 uu
강단,k0 aa ng t0 aa nf
세우,s0 ee uu
세운,s0 ee uu nf
비브라,p0 ii p0 xx rr aa
방송인,p0 aa ng s0 oo ng ii nf
타르,th aa rr xx
모조리,mm oo c0 oo rr ii
빌드,p0 ii ll t0 xx
교인,k0 yo ii nf
세요,s0 ee yo
논술,nn oo nf s0 uu ll
에티엔,ee th ii ee nf
중립성,c0 uu ng nn ii pf ss vv ng
택,th qq kf
녜,nn ye
상국,s0 aa ng k0 uu kf
세웅,s0 ee uu ng
상군,s0 aa ng k0 uu nf
비트겐슈타인,p0 ii th xx k0 ee nf s0 yu th aa ii nf
교종,k0 yo c0 oo ng
세원,s0 ee wv nf
예의,ye xi
세월,s0 ee wv ll
상궁,s0 aa ng k0 uu ng
교조,k0 yo c0 oo
상권,s0 aa ng k0 wv nf
하이든,h0 aa ii t0 xx nf
진평왕,c0 ii nf ph yv ng wa ng
김안로,k0 ii mm aa ll rr oo
피켓,ph ii kh ee tf
세영,s0 ee yv ng
소유물,s0 oo yu mm uu ll
문학사,mm uu nf h0 aa kf ss aa
공민왕,k0 oo ng mm ii nn wa ng
시어머니,s0 ii vv mm vv nn ii
곱하,k0 oo ph aa
고문관,k0 oo mm uu nf k0 wa nf
문학상,mm uu nf h0 aa kf ss aa ng
유틸리티,yu th ii ll rr ii th ii
상규,s0 aa ng k0 yu
힙합,h0 ii ph aa pf
동남,t0 oo ng nn aa mf
교점,k0 yo c0 vv mf
길흉,k0 ii ll h0 yu ng
교정,k0 yo c0 vv ng
학설,h0 aa kf ss vv ll
교제,k0 yo c0 ee
컴백,kh vv mf p0 qq kf
폰,ph oo nf
편집국장,ph yv nf c0 ii pf kk uu kf cc aa ng
교전,k0 yo c0 vv nf
상극,s0 aa ng k0 xx kf
상근,s0 aa ng k0 xx nf
증축,c0 xx ng ch uu kf
오르가니스트,oo rr xx k0 aa nn ii s0 xx th xx
대사간,t0 qq s0 aa k0 aa nf
외국계,wo k0 uu kf kk ye
곤충,k0 oo nf ch uu ng
표현,ph yo h0 yv nf
피레네,ph ii rr ee nn ee
가위바위보,k0 aa wi p0 aa wi p0 oo
학원,h0 aa k0 wv nf
억지,vv kf cc ii
세속,s0 ee s0 oo kf
스님,s0 xx nn ii mf
세손,s0 ee s0 oo nf
과학관,k0 wa h0 aa kf kk wa nf
로큰롤,rr oo kh xx ll rr oo ll
최면,ch wo mm yv nf
총인구,ch oo ng ii nf k0 uu
모험가,mm oo h0 vv mf k0 aa
삼사사,s0 aa mf s0 aa s0 aa
문학인,mm uu nf h0 aa k0 ii nf
코요테,kh oo yo th ee
학우,h0 aa k0 uu
유성음,yu s0 vv ng xx mf
조연출,c0 oo yv nf ch uu ll
동량,t0 oo ng nn ya ng
대강당,t0 qq k0 aa ng t0 aa ng
디트,t0 ii th xx
백동,p0 qq kf tt oo ng
세세,s0 ee s0 ee
백도,p0 qq kf tt oo
세종로,s0 ee c0 oo ng nn oo
돌과,t0 oo ll k0 wa
토끼,th oo kk ii
키예프,kh ii ye ph xx
세서,s0 ee s0 vv
익산군,ii kf ss aa nf k0 uu nf
학예,h0 aa k0 ye
논어,nn oo nn vv
민간단체,mm ii nf k0 aa nf t0 aa nf ch ee
변명,p0 yv nf mm yv ng
동란,t0 oo ng nn aa nf
돌격,t0 oo ll k0 yv kf
동래,t0 oo ng nn qq
카즈키,kh aa c0 xx kh ii
방송사,p0 aa ng s0 oo ng s0 aa
변모,p0 yv nf mm oo
유치권,yu ch ii k0 wv nf
주면,c0 uu mm yv nf
세션,s0 ee s0 yv nf
하반신,h0 aa p0 aa nf s0 ii nf
다니엘,t0 aa nn ii ee ll
스눕,s0 xx nn uu pf
야행성,ya h0 qq ng s0 vv ng
세사,s0 ee s0 aa
대사관,t0 qq s0 aa k0 wa nf
왕통,wa ng th oo ng
강등,k0 aa ng t0 xx ng
에어리어,ee vv rr ii vv
모욕적,mm oo yo kf cc vv kf
스도,s0 xx t0 oo
신호등,s0 ii nf h0 oo t0 xx ng
에릭,ee rr ii kf
마이트,mm aa ii th xx
군자금,k0 uu nf c0 aa k0 xx mf
리보솜,rr ii p0 oo s0 oo mf
유동성,yu t0 oo ng s0 vv ng
킨스,kh ii nf s0 xx
차별화,ch aa p0 yv ll h0 wa
토박이,th oo p0 aa k0 ii
세상,s0 ee s0 aa ng
학장,h0 aa kf cc aa ng
삽입,s0 aa p0 ii pf
교구장,k0 yo k0 uu c0 aa ng
요리책,yo rr ii ch qq kf
문화권,mm uu nf h0 wa k0 wv nf
피질,ph ii c0 ii ll
유성우,yu s0 vv ng uu
글루카곤,k0 xx ll rr uu kh aa k0 oo nf
메아리,mm ee aa rr ii
주어,c0 uu vv
대교구,t0 qq k0 yo k0 uu
유당,yu t0 aa ng
강둑,k0 aa ng t0 uu kf
표제어,ph yo c0 ee vv
투기,th uu k0 ii
탐독,th aa mf t0 oo kf
억제,vv kf cc ee
아종,aa c0 oo ng
학위,h0 aa k0 wi
디포,t0 ii ph oo
으로써,xx rr oo ss vv
셰어,s0 ye vv
추도회,ch uu t0 oo h0 wo
째,cc qq
미나리,mm ii nn aa rr ii
바우어,p0 aa uu vv
민승호,mm ii nf s0 xx ng h0 oo
넬스,nn ee ll s0 xx
스냅,s0 xx nn qq pf
논의,nn oo nn xi
수송량,s0 uu s0 oo ng nn ya ng
지만요,c0 ii mm aa nf nn yo
인상적,ii nf s0 aa ng c0 vv kf
삿,s0 aa tf
스트리트,s0 xx th xx rr ii th xx
쓸데없,ss xx ll t0 ee vv pf
디크,t0 ii kh xx
하이네,h0 aa ii nn ee
돌기,t0 oo ll k0 ii
스낵,s0 xx nn qq kf
곡창,k0 oo kf ch aa ng
문성왕,mm uu nf s0 vv ng wa ng
지배층,c0 ii p0 qq ch xx ng
수신자,s0 uu s0 ii nf cc aa
우쓰노미,uu ss xx nn oo mm ii
조심,c0 oo s0 ii mf
상업용,s0 aa ng vv mf nn yo ng
설정,s0 vv ll c0 vv ng
터치스크린,th vv ch ii s0 xx kh xx rr ii nf
이성적,ii s0 vv ng c0 vv kf
스스로,s0 xx s0 xx rr oo
드프,t0 xx ph xx
펼치,ph yv ll ch ii
시행착오,s0 ii h0 qq ng ch aa k0 oo
미시간,mm ii s0 ii k0 aa nf
배신,p0 qq s0 ii nf
자유로이,c0 aa yu rr oo ii
내,nn qq
타보,th aa p0 oo
논쟁,nn oo nf c0 qq ng
오페레타,oo ph ee rr ee th aa
?,
잠재력,c0 aa mf c0 qq rr yv kf
탐내,th aa mf nn qq
뒷날,t0 wi nf nn aa ll
히틀러,h0 ii th xx ll rr vv
질의,c0 ii rr xi
투구,th uu k0 uu
불사르,p0 uu ll ss aa rr xx
롯,rr oo tf
박명수,p0 aa ng mm yv ng s0 uu
곡천,k0 oo kf ch vv nf
곡성군,k0 oo kf ss vv ng k0 uu nf
광고주,k0 wa ng k0 oo c0 uu
집권당,c0 ii pf kk wv nf t0 aa ng
강병,k0 aa ng p0 yv ng
학업,h0 aa k0 vv pf
세스,s0 ee s0 xx
경제학자,k0 yv ng c0 ee h0 aa kf cc aa
세습,s0 ee s0 xx pf
셰익,s0 ye ii kf
표피,ph yo ph ii
비구니,p0 ii k0 uu nn ii
셰일,s0 ye ii ll
세슘,s0 ee s0 yu mf
앙상블,aa ng s0 aa ng p0 xx ll
세심,s0 ee s0 ii mf
이성질,ii s0 vv ng c0 ii ll
표하,ph yo h0 aa
군자감,k0 uu nf c0 aa k0 aa mf
묶이,mm uu kk ii
택배,th qq kf pp qq
투고,th uu k0 oo
필리아,ph ii ll rr ii aa
사형수,s0 aa h0 yv ng s0 uu
묶음,mm uu kk xx mf
번복,p0 vv nf p0 oo kf
조동사,c0 oo t0 oo ng s0 aa
세시,s0 ee s0 ii
응력,xx ng nn yv kf
투과,th uu k0 wa
검사관,k0 vv mf s0 aa k0 wa nf
시나리,s0 ii nn aa rr ii
위상차,wi s0 aa ng ch aa
현실주의,h0 yv nf s0 ii ll c0 uu xi
쌓,ss aa h0
스노,s0 xx nn oo
전구체,c0 vv nf k0 uu ch ee
초상화,ch oo s0 aa ng h0 wa
으로서,xx rr oo s0 vv
미나미,mm ii nn aa mm ii
잠자,c0 aa mf c0 aa
세수,s0 ee s0 uu
퀵,kh wi kf
홀로,h0 oo ll rr oo
동등,t0 oo ng t0 xx ng
형산강,h0 yv ng s0 aa nf k0 aa ng
백낙,p0 qq ng nn aa kf
떨어뜨리,tt vv rr vv tt xx rr ii
불참,p0 uu ll ch aa mf
교차,k0 yo ch aa
교착,k0 yo ch aa kf
농수산물,nn oo ng s0 uu s0 aa nf mm uu ll
토대,th oo t0 qq
스너,s0 xx nn vv
검사국,k0 vv mf s0 aa k0 uu kf
마이크,mm aa ii kh xx
마이클,mm aa ii kh xx ll
힌두,h0 ii nf t0 uu
곡출,k0 oo kf ch uu ll
스널,s0 xx nn vv ll
스컬,s0 xx kh vv ll
상현,s0 aa ng h0 yv nf
훌륭,h0 uu ll rr yu ng
보일러,p0 oo ii ll rr vv
상형,s0 aa ng h0 yv ng
스컵,s0 xx kh vv pf
획책,h0 wo kf ch qq kf
예술품,ye s0 uu ll ph uu mf
세부,s0 ee p0 uu
교동,k0 yo t0 oo ng
주아,c0 uu aa
세분,s0 ee p0 uu nf
교도,k0 yo t0 oo
넘어지,nn vv mm vv c0 ii
상호,s0 aa ng h0 oo
이강,ii k0 aa ng
강직,k0 aa ng c0 ii kf
강지,k0 aa ng c0 ii
왕과,wa ng k0 wa
염기쌍,yv mf k0 ii ss aa ng
생산지,s0 qq ng s0 aa nf c0 ii
학명,h0 aa ng mm yv ng
행위자,h0 qq ng wi c0 aa
상화,s0 aa ng h0 wa
잠재우,c0 aa mf c0 qq uu
상환,s0 aa ng h0 wa nf
